جائیر	jair
ابی	abi
طالب	taalib
یعنی	yaani
علویوں	alwiyon
میں	mein
جواب	jawab
تک	tak
شریکِ	shareek
کار	kaar
تھے	the
ایک	aik
ہلچل	hulchul
سی	si
مچ	mach
گئی	gayi
اور	aur
وہ	woh
اس	is
نتیجہ	nateeja
پرحیران	per hairaan
اور	aur
ناراض	naaraaz
تھے	the
کیونکہ	kyonke
ان	in
کواپنی	ko apni
خلافت	khilaafat
کی	ki
توقع	tawaqqu
تھی	thi
عباسیوں	abbasiyon
کی	ki
اس	is
کامیابی	kaamyaabi
میں	mein
سب	sab
سے	se
بڑادخل	bada dakhal
محمد	mohammad
بن	bin
حنیفہ	haneefa
کے	ke
بیٹے	bete
ابوہشام	abu hashaam
عبد اللہ	abdullah
کی	ki
اس	is
وصیت	wasiyat
کوہے	ko hai
جوانھوں نے	jo unhone
مرتے	marte
وقت	waqt
محمد	mohammad
بن علی بن	bin
عبد اللہ	abdullah
بن	bin
عباس	abbas
کے	ke
حق	haque
میں	mein
کی	ki
تھی	thi
اس	is
وصیت	wasiyat
کی	ki
وجہ	wajah
سے	se
شیعوں	shiyon
کے	ke
فرقے	firqe
کیسانیہ	kisaania
کا	ka
یہ	ye
عقیدہ	aqeeda
قائم	qayam
ہوا	huwa
کہ	ke
علی	ali
بن	bin
ابی	abi
طالب	taalib
رضی	razi
اللہ	allaah
عنہ	anha
کے	ke
بعد	baad
محمد	mohammad
بن	bin
حنیفہ	haneefa
امام	imam
تھے	the
ان	in
کے	ke
بعد	baad
ان	in
کے	ke
بیٹے	bete
ابوہشام	abu hashaam
عبد اللہ	abdullah
امام	imam
ہوئے	huwe
ان	in
کے	ke
بعد	baad
محمد	mohammad
بن	bin
علی	ali
عباسی	abbasi
ان	in
کے	ke
جانشین	jaanasheen
اور	aur
امام	imam
تھے	the
محمد	mohammad
بن	bin
علی	ali
کے	ke
بعد	baad
ان	in
کے	ke
بیٹے	bete
ابراہیم	ibraheem
امام	imam
ہوئے	huwe
اور	aur
امام	imam
ابراہیم	ibraheem
کے	ke
بعد	baad
عبد اللہ	abdullah
سفاح	saffaah
امام	imam
ہیں	hain
اس	is
طرح	tarah
شیعوں	shiyon
کی	ki
ایک	aik
بڑی	badi
جماعت	jamaat
شیعوں	shiyon
سے	se
کٹ	kat
کرعباسیوں	kar abbasiyon
میں	mein
شامل	shaamil
ہو	ho
گئی	gayee
اور	aur
علویوں	alwiyon
یافاطمیوں	ya faatmiyon
کوکوئی	ko koi
موقع	mauqa
عباسیوں	abbasiyon
کے	ke
خلاف	khilaaf
کھڑے	khade
ہونے	hone
کا	ka
نہ	na
مل	mil
سکا	saka
وہ	woh
اندر	andar
ہی	hi
اندر	andar
پیچ	pech
وتاب	wa taab
کھاکررہ	khaa kar rah
گئے	gaye
</s>	</s>
لینا	leena
جومانی	jumani
ہندوستانی	hindustani
ریاست	riyasat
گجرات	gujrat
کے	ke
شہر	shahar
احمد آباد	ahmedabad
بھارت	bharat
سے	se
تعلق	talluq
رکھنے	rakhne
والی	waali
ایک	aik
اداکارہ	adakara
اور	aur
ماڈل	model
ہے	hai
</s>	</s>
امرود	amrood
كى	ki
كاشت	kaasht
جنوب	junoob
ايشياء	asia
ميں	mein
بهى	bhi
ہوتى	hoti
ہے	hai
امرود	amrood
کے	ke
بہت	bahut
سے	se
فائدے	faaide
ہیں	hain
اس	is
کے	ke
استعمال	istemaal
سے	se
نظام	nazaam
ہاضمہ	haazama
درست	durust
رہتا	rahta
ہے	hai
</s>	</s>
عارفہ	aarfa
</s>	</s>
نصف النہار	nasful nehaar
درجہ	darja
110	110
مشرقی	mashraqi
گرین وچ	greenwich
مشرقی	mashraqi
نصف النہار	nasful nehaar
کا	ka
خط	khat
طول البلد	toolul bald
</s>	</s>
عبد السلام	abdussalaam
عبد الرزاق	abdul razzaq
پیدائش	paidayish
1941ء	1941
جو	jo
اپنے	apne
قلمی	qalmi
نام	naam
سلام	salam
بن	bin
رزاق	razzaq
سے	se
معروف	marrof
ہیں	hain
ممبئی	mumbai
میں	mein
مقیم	muqeem
اردو	urdu
اور	aur
ہندی	hindi
زبانوں	zabaanon
کے	ke
افسانہ	afsana
نگار	negaar
اور	aur
مترجم	mutrajim
ہیں	hain
</s>	</s>
بوکو	boko
حرام	haram
کا	ka
نظریہ	nazariya
جہاد	jehad
اور	aur
دیگر	deegar
نظریات	nazariyat
تعلیمات اسلامی	taaleemat-e-islami
کے	ke
برعکس	baraks
ہیں	hain
</s>	</s>
4۔میرجاتن	4-meer jaatin
</s>	</s>
چین	china
توانائی	tawanaayi
اور	aur
دیگر	deegar
بہت	bahut
سے	se
منصوبہ جات	mansoobajaat
میں	mein
جن	jin
میں	mein
سینڈک	sendik
کا	ka
منصوبہ	mansooba
گوادر	gwadar
پورٹ	port
کا	ka
منصوبہ	mansooba
پاکستان	pakistan
کو	ko
ریلوے	railway
انجن	engine
کی	ke
فراہمی	faraahmi
اور	aur
دیگر	deegar
بے شمار	be-shumaar
ایسے	aise
منصوبہ جات	mansoobajaat
ہیں	hain
جن	jin
میں	mein
پاکستان	pakistan
کو	ko
چین	china
کی	ki
بھرپور	bharpoor
مدد	madad
حاصل	hasil
ہے	hai
جس	jis
سے	se
پاکستان	pakistan
اور	aur
چین	china
دوستی	dosti
کے	ke
ایک	aik
ایسے	aise
رشتے	rishte
میں	mein
بندھے	bandhe
ہوئے	huwe
ہیں	hain
</s>	</s>
بنیادی	buniyaadi
طور	taur
پر	per
ریلیں	railein
بار	baar
برداری	bradari
کے	ke
لیے	liye
استعمال	istemaal
ہوتی	hoti
ہیں	hain
لیکن	lekin
ممباسا	mombasa
اور	aur
کسومو	kisumu
کے	ke
لیے	liye
روزانہ	rozaana
رات	raat
کو	ko
مسافر	musafir
ٹرینیں	train
چلائی	chalaayi
جاتی	jaati
ہیں	hain
</s>	</s>
آسٹریلیا	australia
کا	ka
سب سے	sabse
بڑا	bada
بیل	bail
نائیکرز	nykarz
جسے	jise
ذبح	zabah
کرنا	karna
بھی	bhi
مسئلہ	maslaa
ہے	hai
</s>	</s>
یانشی کائی	yuan shikai
نے شہنشاہ	ne
شین	xin
فینگ	feng
سے	se
غداری	ghaddaari
کی	ki
اور	aur
اِس	is
سازش	sazish
کا	ka
احوال	ahwaal
ملکہ	malka
سی	see
شی	shee
کو	ko
بتا	bata
دیا	diya
</s>	</s>
یہ	ye
لوگ	log
بڑی	badi
ہوشیاری	hoshiyari
سے	se
مسافروں	musafiron
کو	ko
لوٹ	loot
لیاکرتے	liya karte
تھے	the
</s>	</s>
اردو_لغت	urdu_lughat
</s>	</s>
پيراڈائز	paradise
ٹیکساس	texas
</s>	</s>
اپنا	apna
نیوز	news
</s>	</s>
اوبہ	ooba
پہ	pe
کمزور	kamzor
زائے	zaaye
ماتی	maati
گی	gi
</s>	</s>
جان	jaan
بیٹا	beta
خلافت	khilafat
پہ	pe
دے	de
دو	do
</s>	</s>
منیلا	manila
میں	mein
19	19
سالہ	saala
طالبہ	taaliba
20	20
منزلہ	manzila
اپارٹمنٹ	apartment
بلڈنگ	building
کی	ki
چھت	chhat
سے	se
سیلفی	selfi
لیتے	lete
ہوئے	huwe
گر	gir
گئی	gayee
</s>	</s>
ینی	yeni
چری	chiri
فوج	fauj
میں	mein
وہ	woh
بستانچیوں	bostanchiyon
کی	ki
ایک	aik
پلٹن	paltan
میں	mein
ملازم	mulazim
رہا	raha
</s>	</s>
پہلا	pehla
عربی	arabic
ترجمہ	tarjuma
قاعدۃ النور	qaidatul noor
کے	ke
نام	naam
سے	se
1415ھ	1415h
میں	mein
مدرسہ	madrasa
صولتیہ	saultiya
مکہ	makkah
مکرمہ	mukarma
کے	ke
استاد	ustad
سعید	sayeed
احمد	ahmad
عنایت	anayat
اللہ	ullah
نے	ne
کیا	kiya
جو	jo
مکتبہ	maktabe
امدادیہ	imdadiya
مکہ	makkah
سے	se
شائع	shaaya
ہوا	huwa
اس	is
کے	ke
اب	ab
تک	tak
متعدد	mutadid
ایڈیشن	edition
شائع	shaaya
ہوچکے	ho chuke
ہیں	hain
</s>	</s>
جلال الدین السیوطی	jalaluddin-al-suyuti
تفسیر	tafseer
الدر	durre
المنثور	mansoor
جلد	jild
6	6
صفحہ	safha
285	285
سورہ	surah
النجم	an-najm
آیت	aayat
32	32
</s>	</s>
اس	is
کا	ka
صدر	sadar
حکومت	hukumat
کا	ka
منتخب	muntakhib
کردہ	karda
ماہر	maahire
اعداد	aidaad
و	wa
شمار	shumaar
ہوتا	hota
ہے	hai
جس	jis
کا	ka
تقرر	taqarrur
وزیر اعظم	wazir-e-azam
اسرائیل	israel
کی	ki
تجویز	tajweez
سے	se
عمل	amal
میں	mein
آتا	aata
ہے	hai
</s>	</s>
فہرست	fehrist
کیلیفورنیا	california
کے	ke
شہر	shahar
اور	aur
ٹاؤن	town
</s>	</s>
اسلامی	islami
ریاست	riyasat
کی	ki
سربراہ	sarbarah
آنحضرت	aan hazrat
صلی اللہ	sallallahu
علیہ	alaihi
و	wa
آلہ	ala alihi
وسلم	wasallam
کی	ki
ذات	zaat
ہوگی	hogi
اور	aur
یہودی	yehudi
بھی	bhi
آپ	aap
کی	ki
قیادت	qiyadat
و	wa
سیادت	siyadat
تسلیم	tasleem
کریں گے	kareinge
</s>	</s>
اگر	agar
زمین	zameen
نہری	nahri
ہے	hai
یا	ya
اسے	ise
خود	khud
ٹیوب	tube
ویل	well
سے	se
سیراب	seeraab
کیا	kiya
جا	ja
سکتا	sakta
ہے	hai
اور	aur
اس	is
کا	ka
نصاب	nasaab
پیداوار	paidawar
کے	ke
اٹھتے	uthte
وقت	waqt
بیسواں	beeswan
حصہ	hissa
اللہ	allah
کی	ki
راہ	raah
میں	mein
دینا	dena
واجب	wajib
ہے	hai
</s>	</s>
جبکہ	jabke
اس کے	iske
ساتھ	saath
ساتھ	saath
زندگی	zindagi
متوقع	matuwaqqa
تعلیم	taleem
اور	aur
کے	ke
معیار	meeyaar
زندگی	zindagi
بھی	bhi
انسانی	insani
ترقیاتی	taraqqiyati
اشاریہ	ishariya
کی	ki
پیمائش	paimayish
کے	ke
لیے	liye
استعمال	istemaal
ہوتے	hote
ہیں	hain
</s>	</s>
عالیہ	aaliya
دراصل	darasal
ایک	aik
ذہنی	zehni
کشمکش	kashmakash
کا	ka
شکار	shikar
نظرآتی	nazar aati
ہے	hai
</s>	</s>
اس	is
مقصد	maqsad
کے	ke
لیے	liye
چاندی	chaandi
ملے	mile
سونے	sone
کو	ko
رولرز	rollers
کے	ke
درمیان	darmiyan
سے	se
گزار	guzaar
کر	kar
باریک	bareek
ورق	warq
میں	mein
تبدیل	tabdeel
کر لیا	karaya
جاتا	jata
ہے	hai
</s>	</s>
یہ	ye
علاقے	allaqe
انگریزوں	angrezon ne
اٹھارویں	atharween
اور	aur
انیسویں	unnisween
صدی	sadi
میں	mein
فتح	fateh
کیے	kiye
تھے	the
اور	aur
یہ	ye
بنگال	bengal
پریزیڈنسی	presidency
کا	ka
مغربی	maghrabi
حصہ	hissa
تھا	tha
</s>	</s>
خانکی	khanki
ہیڈورکس	headworks
</s>	</s>
تلمبہ	talamba
رسول آباد	rasoolabad
</s>	</s>
شہر	shahar
کے	ke
تمام	tamam
دیہات	dehaat
جدید	jadeed
دور	daur
کی	ki
کالونیوں	coloniyon
کی	ki
طرز	tarz
پر	per
نقشے	naqshe
کے	ke
تحت	tahat
بنے	bane
ہوئے	huwe
ہیں	hain
</s>	</s>
یہ	ye
تصویریں	tasweerein
سب	sab
کی	ki
سب	sb
سیاہ	siyaah
رنگ	rang
سے	se
بنائی	banayi
گئیں	gayeen
ہیں	hain
</s>	</s>
چیچہ وطنی	chichawatni
ریلوے	railway
اسٹیشن	station
پاکستان	pakistan
ریلویز	railways
کی	ki
کراچی	karachi
تا	ta
پشاور	peshawar
مرکزی	markazi
ریلوے	railway
لائن	line
پر	per
چیچہ وطنی	chichawatni
کے	ke
درمیان	darmiyan
میں	mein
واقع	waaqa
ہے	hai
</s>	</s>
منہاج	minhaaj
ویلفیئر	welfare
فاؤنڈیشن	foundation
تعلیم	taleem
صحت	sehat
اور	aur
فلاح	falah
عامہ	aama
کے	ke
میدانوں	maidanon
میں	mein
نمایاں	numayan
خدمات	khidmat
سر	sar
انجام	anjam
دے	de
رہی	rahi
ہے	hai
</s>	</s>
سیلم	saleem
اونٹاریو	ontario
</s>	</s>
کچھ	kuchh
عددی	addi
نظاموں	nazaamon
میں	mein
882	882
سے	se
بڑا	bada
یا	ya
زیادہ	ziyada
اور	aur
884	884
سے	se
چھوٹا	chhota
یا	ya
کم	kam
ہوتا	hota
ہے	hai
</s>	</s>
مغربی	maghrabi
الیگزینڈریا	alexandria
اوہائیو	ohio
</s>	</s>
اس	is
لیے	liye
اگر	agar
آزاد	azaad
کے	ke
الفاظ	alfaaz
میں	mein
اسے	ise
اردوشاعری	urdu shaayari
کا	ka
باوا	baba
آدم	aadam
کہا	kaha
جائے	jaye
تو	to
بے جا	beja
نہ	na
ہوگا	hoga
</s>	</s>
سمندری	samundari
طوفان	toofan
ویڈیو	video
</s>	</s>
فتح	fateh
مکہ	makkah
کے	ke
دن	din
قبیلہ	qabila
مزینہ	mazina
کا	ka
جھنڈا	jhanda
انہی	inhi
کے	ke
ہاتھ	haath
میں	mein
تھا	tha
آخری	aakhiri
عمر	umar
میں	mein
انہوں نے	unhone
بصرہ	basra
میں	mein
سکونت	sakuwant
اختیار	ikhteyaar
کر لی	karli
تھی	thi
</s>	</s>
جو	jo
ظلم	zulm
تو	to
سہتا	sahta
ہے	hai
بغاوت	baghawat
نہیں	nahin
کرتا	karta
</s>	</s>
اگرچہ	agarcha
کیتھی	kethi
لفظ	lafz
کا	ka
استعمال	istemaal
آج	aaj
کل	kal
شاعری	shaayari
تک	tak
محدود	mahdood
ہو کر	hokar
رہ	rah
گیا	gaya
ہے	hai
لیکن	lekin
یہ	ye
تاریخی	taareekhi
حوالے	hawaale
سے	se
کبھی	kabhi
یہ	ye
چین	china
کا	ka
نام	naam
رہ	rah
چکا	chuka
ہے	hai
خصوصا	khususan
شمالی	shumaali
نصف	nasf
حصے	hisse
میں	mein
</s>	</s>
فہرست	fehrist
شمالی	shumaali
آئرلینڈ	ireland
کے	ke
دریا	dariya
</s>	</s>
شمس الدین	shamsuddin
قیوم	qayyum
چہارم(رابع	chahaarum (raabe
خواجہ	khawaja
محمد	mohammad
زبیر	zubair
سرہندی	sarhindi
جو	jo
قیوم	qayyum
سوم	som
خواجہ	khawaja
محمد	mohammad
نقشبند	naqshbandi
ثانی	saani
کے	ke
پوتے	pote
اور	aur
جانشین	jaanasheen
تھے	the
</s>	</s>
یہ	ye
فہرست	fehrist
1290ء	1290
کی	ki
دہائی	dahayi
میں	mein
وقوع	waqu
پذیر	pazeer
ہونے	hone
والے	wale
واقعات	waqiyat
بلحاظ	balihaz
سال	saal
کی	ki
فہرست	fehrist
ہے	hai
</s>	</s>
اردو	urdu
میں	mein
اپنے	apne
موضوع	mauzoo
پر	per
یہ	ye
اولین	awwaleen
کتابوں	kitaabon
میں	mein
سے	se
ہے	hai
</s>	</s>
رومانیہ	romania
کے	ke
مغرب	maghrib
میں	mein
سربیا	serbia
اور	aur
ہنگری	hungry
شمال	shumaal
مشرق	mashriq
میں	mein
یوکرین	ukrain
اور	aur
مالدووا	maldova
اور	aur
جنوب	junoob
میں	mein
بلغاریہ	bulgaria
واقع	waqa
ہے	hai
</s>	</s>
اس	is
کی	ki
زندگی	zindagi
سے	se
متاثر	mutasir
اہم	aham
جدید	jadeed
ادب	adab
میں	mein
نجم	najam
حسین	hussain
سید	syed
کا	ka
ڈراما	drama
تخت	takht
لاہور	lahore
مشہور	mashhoor
ہے	hai
</s>	</s>
پولک	pollock
کو	ko
ڈائریکٹر	director
کی	ki
حیثیت	haisiyat
سے	se
1969	1969
میں	mein
دے	they
شوٹ	shoot
ہارسز	horses
ڈانٹ	don't
دے	they
کے	ke
لیے	liye
بھی	bhi
آسکر	oscar
اعزاز	ezaz
کے	ke
لیے	liye
نامزد	naamzad
کیا	kiya
گیا	gaya
</s>	</s>
مثلًا	maslan
کسی	kisi
خاندان	khandan
میں	mein
دادا	dada
دادی	dadi
اور	aur
ان	un
کے	ke
رشتے دار	rishtedaar
جیساکہ	jaisake
دادی	dadi
کے	ke
بھائی	bhai
ایک	aik
پیڑھی	pidhi
کی	ki
نمائندگی	numaindagi
کرتے	karte
ہیں	hain
</s>	</s>
قلات	qalaat
خانیت	khaaniyat
قلات	qalaat
کا	ka
دارالحکومت	darul hukumat
تھا	tha
</s>	</s>
ان	in
کا	ka
یہ	ye
اقدام	iqdaam
خدا	khuda
تعالیٰ	taala
کی	ki
انسانوں	insanon
سے	se
بے	be
پایاں	payan
محبت	muhabbat
کا	ka
مظہر	mazhar
ہے	hai
کہ	ke
اس	is
نے	ne
اپنے	apne
بیٹے	bete
کو	ko
انسانوں	insanon
کی	ki
خاطر	khatir
قربان	qurban
کر	kar
دیا	diya
</s>	</s>
نورانی	noorani
قاعدہ	qaida
قرآن	quran
مجید	majeed
کو	ko
سیکھنے	sikhne
سکھانے	sikhane
کے	ke
لیے	liye
جو	jo
قاعدے	qaide
مرتب	marattib
کیے	kiye
گئے	gaye
ہیں	hain
ان	un
سب	sab
میں	mein
نہایت	nihayat
مقبول	maqbool
و	wa
معروف	maroof
کتابچہ	kitabcha
ہے	hai
جس	jis
کے	ke
مصنف	musannif
نور	noor
محمد	mohammad
حقانی	haqqani
ہیں	hain
اور	aur
مجلس	majlis
دعوۃ الحق	dawatul haq
ہردوئی	hardoi
نے	ne
اسے	ise
از	az
سر	sare
نو	nau
مرتب	marattib
کرکے	karke
شائع	shaaya
کیا	kiya
ہے	hai
</s>	</s>
اس	is
کا	ka
پرانا	purana
مفہوم	mafhoom
یعنی	yaani
جوڑ	jod
یا	ya
بند	band
طب	tib
کی	ki
مندرجہ	mandarja
بالا	baala
مثال	misaal
کے	ke
علاوہ	alawah
قانون	qanoon
میں	mein
بھی	bhi
پایا	paya
جاتا	jaata
ہے	hai
اور	aur
یہاں	yahan
اس	is ko do
کو	ko
دو	jodne waale muahde
افراد	afrad
اداروں	adaron
باتوں	baaton
کو جوڑنے	ke
والے معاہدے کے	liye
لیے اختیار	ikhteyaar
کیا	kiya
جاتا ہے	jaatahai
جو	jo
اصل	asal
میں	mein
مجموعی	majmui
طور	taur
پر	per
کسی	kisi
ملک	mulk
کا	ka
قانون	qanoon
تشکیل	tashkeel
کرتے	karte
ہیں	hain
</s>	</s>
یہ	ye
فلم	film
سلمیٰ	salma
ممتاز	mumtaz
کی	ki
تیسری	teesri
سپرہٹ	superhit
فلم	film
تھی	thi
</s>	</s>
جی33	g33
نے	ne
عالمی	aalami
تجارتی	tijarati
ادارہ	adarah
مذاکرات	mazakraat
میں	mein
ترقی	taraqqi
پزیر	pazeer
ممالک	mamaalik
کے	ke
لیے	liye
خصوصی	khususi
قواعد	qawayad
کی	ki
تجویز	tajweez
پیش	pesh
کی	ki
ہے	hai
</s>	</s>
ایوبی	ayyubi
سلطنت	sultnat
کے	ke
بانی	baani
صلاح الدین	salahuddin
ایوبی	ayyubi
تھے	the
جن	jin
کے	ke
چچا	chacha
شیر	sher
کوہ	koh
نے	ne
زنگی	zangi
سلطان	sultan
نور الدین	nooruddin
زنگی	zangi
کے	ke
سپہ	sipah
سالار	salaar
کی	ki
حیثیت	haisiyat
سے	se
1169ء	1169
میں	mein
مصر	misr
فتح	fateh
کیا	kiya
تھا	tha
</s>	</s>
اس	is
میں	mein
گھندھار	ghandhaar
وادی	waadi
اور	aur
پنچم	pancham
سموادی	samwaadi
سر	sar
ہے	hai
</s>	</s>
ریاض آباد	ryadhabad
ریلوے	railway
اسٹیشن	station
ریاض آباد	ryadhabad
میں	mein
واقع	waqe
ہے	hai
</s>	</s>
یہ	ye
فلم	film
کئی	kai
ایوارڈز	awards
کے	ke
لیے	liye
منتخب	muntakhib
ہوئی	hui
اور	aur
الیشا	alicia
وکنڈر	vikander
کو	ko
اس	is
فلم	film
کے	ke
لیے	liye
بیسٹ	best
سپورٹنگ	supporting
ایکٹریس	actress
کا	ka
آسکر	oscar
بھی	bhi
ملا	mila
تھا	tha
</s>	</s>
عدنان	adnan
صدیقی	siddiqui
</s>	</s>
ان	in
پروگراموں	programmon
میں	mein
پاکستان	pakistan
جنوبی	junoobi
ایشیا	asia
اور	aur
پوری	poori
دنیا	duniya
کی	ki
تازہ	taaza
ترین	tareen
خبریں	khabrein
حالاتِ	halaat
حاضرہ	haazra
صحت	sehat
ادب	adab
و	wa
ثقافت	sakaafat
خواتین	khwateen
کے	ke
مسائل	masaail
سائنس	science
انفارمیشن	information
ٹیکنالوجی	technology
تعلیم	taleem
امریکی	amriki
زندگی	zindagi
اور	aur
عام	aam
دلچسپی	dilchaspi
کے	ke
دیگر	deegar
موضوعات	mauzooaat
پر	per
فیچرز	feature's
سنوائے	sunwaye
جاتے	jaate
ہیں	hain
</s>	</s>
اتحادالمسلمین	ittehadul muslemeen
نے	ne
تردید	tardeed
کی	ki
کہ	ke
اس	is
قسم	qism
کی	ki
تقریر	taqreer
سرے	sire
سے	se
ہوئی	hui
ہی	hi
نہیں	nahin
لیکن	lekin
تیر	teer
نکل	nikal
چکا	chuka
تھا	tha
جو	jo
اپنا	apna
کام	kaam
کر	kar
گیا	gaya
اور	aur
جواہر	jawahar
لعل	lal
نہرو	nehru
کو	ko
پولیس	police
ایکشن	action
کا	ka
جواز	jawaaz
مل	mil
گیا	gaya
</s>	</s>
بعض	baaz
اوقات	awqaat
احتمال	ahtemaal
نظریہ	nazariya
کے	ke
تحت	tahat
بھی	bhi
سببیہ	sabiba
کی	ki
تعریف	tareef
کی	ki
جاتی	jaati
ہے	hai
</s>	</s>
مونس	monas
و	wa
دمساز	damsaaz
مری	meri
آہ	aah
ہے	hai
فریاد	fariyaad
ہے	hai
</s>	</s>
انھوں نے	unhone
کہا	kaha
کہ	ke
ہلاک	halaak
ہونے	hone
والے	waale
اور	aur
متاثرہ	mutaasira
افراد	afraad
پولیس	police
چھاؤنی	chhawni
کے	ke
محافظ	muhaafiz
دستہ	dastaa
سے	se
تعلق	taalluq
رکھتے	rakhte
تھے	the
</s>	</s>
منگولیا	mangolia
اسرائیل	israel
سے	se
فوجی	fauji
ساز	saaz
و	wa
سامان	samaan
ہتھیار	hathiyaar
اعلیٰ	aala
تعلیم	taleem
تکنیکی	takneeki
اور	aur
بنیادی	buniyaadi
ڈھانچے	dhaanche
کے	ke
توسیع	tausee
کرنے	karne
کے	ke
معاملوں	muaamlon
میں	mein
تعاون	taaun
چاہتا	chaahta
ہے	hai
</s>	</s>
كشے	kushe
تروستار	tarustaar
10،000	10,000
مربع	murabba
میل	meel
کشمیر	kashmir
کی	ki
وتستا	watista
وادی	waadi
کے	ke
علاوہ	alawa
جواب	jawab
میں	mein
ذوجيلا	zozila
اور	aur
برذل	berzal
تک	tak
اور	aur
جنوب	junoob
میں	mein
بانهال	baanhaal
سے	se
پرے	pare
کشتواڑ	kishtwar
جموں	jammu
صوبے	soobe
کی	ki
مشترکہ	mushtarka
اپتيكا	aptika
تک	tak
</s>	</s>
نومبر	november
1899ء	1899
کی	ki
ایک	aik
شام	shaam
کچھ	kuchh
بے	be
تکلف	takalluf
ہم	ham
جماعت	jamaat
انھیں	inhe
حکیم	hakeem
امین الدین	aminuddin
کے	ke
مکان	makaan
پر	per
ایک	aik
محفلِ مشاعرہ	mahfil-e-mushaaira
میں	mein
کھینچ	kheench
لے	le
گئے	gaye
</s>	</s>
یہ	ye
نیشنل	national
ہائی وے	highway
اتھارٹی	authority
کے	ke
زیر	zer
انتطام	intezaam
ہے	hai
</s>	</s>
یہ	ye
تقریب	taqreeb
امام	imam
باڑہ	baada
ناظم	naazim
صاحب	sahab
سے	se
شروع	shuroo
ہو کر	hokar
درگاہ	dargah
عباس	abbas
رستم	rustam
نگر	nagar
پر	per
صبح	subah
کے	ke
وقت	waqt
ختم	khatam
ہوتی	hoti
ہے	hai
</s>	</s>
میہی	meehi
کی	ki
قبروں	qabron
میں	mein
دوسری	doosri
اشیائ	ashia
کے	ke
ساتھ	saath
ساتھ	saath
ہڈی	haddi
کے	ke
کیل	keel
پڑے	pade
ملے	mile
ہیں	hain
</s>	</s>
آرمینیا	armenia
دنیا	duniya
کا	ka
پہلا	pehla
ملک	mulk
ہے	hai
جس	jis
نے	ne
مسیحیت	masihiyat
کو	ko
بطور	bataur
سرکاری	sarkari
مذہب کے	mazhab
طور پر اپنایا	apnaya
</s>	</s>
القصہ	al-aqsa
مسلمانوں	musalmanon
کے	ke
تقوی	taqwa
اور	aur
اطاعت	ataat
رسول	rasool
کی	ki
وجہ	wajah
سے	se
ان	in
کی	ki
برتری	bartari
روز	roz
روشن	roshan
کی	ki
طرح	tarah
ثابت	saabit
ہو	ho
گئی	gayee
اور	aur
کفار	kuffar
کے	ke
حوصلے	hausle
پست	past
ہوئے	ho gaye
</s>	</s>
ادارہ	edarah
اشاعت	ashaat
دینیات	deeniyat
دہلی	delhi
نے	ne
اس	is
کا	ka
انگریزی	angrezi
ترجمہ	tarjuma
بھی	bhi
شائع	shaaya
کیا	kiya
ہے	hai
جس	jis
سے	se
انگریزی	angrezi
خواں	khwaan
طبقہ	tabqa
کو	ko
بہت	bahut
سہولت	sahulat
ہو	ho
گئی	gayee
</s>	</s>
دو	do
فرزند	farzand
ما را	mara
کنون	kanoon
با	ba
دو	do
خیل	kheel
بباید	babayeed
شدن	shadan
تا	ta
در	dar
اردبیل	ardbeel
</s>	</s>
بچے	bachche
</s>	</s>
یہ	ye
بھی	bhi
ممکن	mumkin
ہے	hai
کہ	ke
تلخیوں	talkhiyon
میں	mein
پھنس	phans
وہ	woh
آگے	aage
کے	ke
بارے	baare
میں	mein
سوچیں گے	socheinge
بھی	bhi
نہیں	nahin
</s>	</s>
عبد الرحمن	abdul rehman
ابراہیم	ibraheem
ابن	ibn
سوری	soori
پیدائش	paidayish
1762ء	1762
وفات	wafaat
1829ء	1829
مغربی	maghrabi
افریقہ	africa
کے	ke
ایک	aik
مسلمان	musalman
حاکم	haakim
جنھیں	jinhe
غلام	ghulam
بنا کر	banakar
ریاستہائے	riyasathaaye
متحدہ	muttahdah
امریکا	amrica
لے	le
جایا	jaaya
گیا	gaya
تھا	tha
ابن	ibn
سوری	soori
کا	ka
تعلق	taalluq
جمہوریہ	jamhooriya
گنی	gani
کے	ke
فولانی	foolani
قبیلہ	qabila
سے	se
تھا	tha
</s>	</s>
دا	the
فیٹم	phantom
ٹول بوتھ	tollbooth
بچوں	bachchon
کے	ke
لیے	liye
لکھی	likhi
گئی	gayee
ایک	aik
خیالی	khayaali
مہماتی	mohmaati
ناول	novel
ہے	hai
جسے	jise
نورٹن	norton
جسٹر	juster
نے	ne
لکھا	likha
ہے	hai
اور	aur
اس	is
میں	mein
تصویر	tasweer
کشی	kashi
جیولس	jules
فیفر	feiffer
نے	ne
کی	ki
ہے	hai
اسے	ise
1961	1961
میں	mein
رنڈم	random
ہاوس	house
امریکا	america
نے	ne
شائع	shaaya
کیا	kiya
</s>	</s>
ابن	ibn
قتیبہ	qutaybah
دینوری	deenori
</s>	</s>
قیمتوں	qeematon
کے	ke
ساتھ	saath
کرنسی	currency
نوٹ	note
کی	ki
قیمت	qeemat
کے	ke
تعلق	talluq
کو	ko
معیار	meeyaar
بنایا	banaya
جائے	jaaye
اور	aur
قیمتوں	qeematon
کے	ke
اشاریہ	ishariya
میں	mein
اہم	aham
اشیاء	ashiya
اور	aur
اجرتوں	ujraton
کا	ka
اندراج	inderaj
کیاجائے	kiya jaaye
</s>	</s>
جس	jis
سے	se
ملک	mulk
کی	ki
