جائیر	Jair
میں	mein
تاشقند	tashkent
یونیورسٹی	university
نے	ne
انہیں	unhe
پی ایچ ڈی	PhD
کی	ki
ڈگری	degree
تفویض	tafweez
کی	ki
تھی۔	thi.
</s>	</s>
آپ	aap
انتہائی	intehaayi
ذہن	zehan
عمدہ	umda
معاشرت	muashrat
عالی	aali
مرتبہ	martaba
کتابوں	kitaabon
کے	ke
مطالعہ	mutala
میں	mein
ہمیشہ	hamesha
مشغول	mashghool
رہنے	rahne
والے	waale
اور	aur
ان	in
کو	ko
یکجا	yakja
کرنے	karne
کے	ke
دلداہ	dildada
تھے۔	the.
</s>	</s>
ان	in
کی	ki
زندگی	zindagi
کا	ka
چراغ	chiragh
رفتہ	rafta
رفتہ	rafta
دھیما	dheema
پڑ	pad
رہا	raha
تھا	tha
مگر	magar
انہوں	unho
نے	ne
آپریشن	operation
کی	ki
ہدایات دینا	hidayaat
جاری	jaari
رکھا۔	rakha.
</s>	</s>
سعودی	saudi
عرب	arab
کے	ke
نشان	nishan
میں	mein
دو	do
تلواریں	talwarein
ہیں	hain
جن	jin
کا	ka
رُخ	rukh
ایک	aik
دوسرے	doosre
کے	ke
مخالف	mukhalif
طرف	taraf
ہے	hai
اور	aur
ان	in
تلواروں	talwaron
کے	ke
اوپر	ooper
کھجور	khajoor
کا	ka
درخت	darakht
ہے۔	hai.
</s>	</s>
پس	pas
تو	to
میرے	mere
اگلے ،پچھلے،	agle, pichhle,
پوشیدہ	poshida
اور	aur
ظاہر	zaahir
تمام	tamaam
گناہوں	gunahon
کو	ko
معاف	maaf
فرما	farma
دے۔	de.
</s>	</s>
جو	jo
چیز	cheez
تم	tum
اپنے	apne
لیے	liye
پسند	pasand
کرتے	karte
ہو	ho
وہی	wahi
دوسروں	doosron
کے	ke
لیے	liye
بھی	bhi
پسند	pasand
کرو۔	karo.
</s>	</s>
میووو دو	mevado
ہڑتال بیک	hartaal
کے	ke
ایگزیکٹو	executive
پروڈیوٹر	producer
کوب	cob
مساکازو	masakadzu
نے	ne
وضاحت	wazahat
کی	ki
کہ	ke
وہ	woh
"جان	"jaan
بوجھ	boojh
کر	kar
لفظ	lafz
'کلون'	"clone"
کا	ka
استعمال	istemaal
کرتے	karte
ہوئے	huwe
سے	se
بچنے	bachne
کے	ke
لیے۔..	liye.
کیونکہ	kiyon ke
لفظ	lafz
ایک	aik
خوفناک	khaufnaak
احساس	ehsaas
ہے".	hai."
</s>	</s>
چودہ	chaudah
سو	sau
اسکوئر	square
فٹ	feet
کے	ke
تالاب	talaab
کے	ke
ہرے	hare
رنگ	rang
کے	ke
گدلے	gadle
پانی	paani
میں	mein
اس	is
وقت	waqt
ایک	aik
سو	sau
سے	se
زائد	zaayed
مگر مچھ	magarmach
موجود	maujood
ہیں	hain
جو	jo
پاکستان	pakistan
میں	mein
کسی ایک	kisi
جگہ	jagah
پائے	paaye
جانے	jaane
والے	waale
مگر مچھوں	magarmachon
کی	ki
سب	sab
سے	se
بڑی	badi
تعداد	tadaad
ہے۔	hai.
</s>	</s>
گروہی	girohi
جماع	jamaa
میں	mein
شریک	shareek
لوگوں	logon
کے	ke
لیے	liye
لازمی	laazmi
نہیں	nahin
کہ	ke
تمام	tamaam
شرکاء	shorka
باہمی	baahmi
جنسی	jinsi
عمل	amal
میں	mein
مشغول	mashghool
ہوں۔	hon.
</s>	</s>
انڈین	indian
ایکسپریس۔	express.
</s>	</s>
بنات النعش	banatul naash
</s>	</s>
ایک	aik
روز	roz
عبد الاحد	Abdul Ahad
سرہندی	Sarhindi
کو	ko
خواب	khawab
میں	mein
ایک	aik
بزرگ	buzurg
نظر	nazar
آئے	aaye
جو	jo
ان	un
کو	ko
کہہ	kah
رہے	rahe
تھے	the
کہ	ke
عبد الاحد	Abdul Ahad
جلدی	jaldi
سے	se
گنگوہ	gangoh
چلے	chale
آؤ۔	aao.
</s>	</s>
1819ء	1819
میں	mein
وینزویلا	venezuela
اور	aur
گرینیڈا	granada
نے	ne
مل	mil
کر	kar
جمہوریہ	jamhooriya
بنائی	banayi
جس	jis
کا	ka
نام	naam
کولمبیا	columbia
رکھا	rakha
گیا۔	gaya.
</s>	</s>
کٹھالی	kathaali
کا	ka
طریقہ	tariqa
</s>	</s>
ہر	har
شخص	shakhs
کے	ke
حصہ	hissa
میں	mein
12	12
اونٹ	oonth
آئے	aaye,
اونٹ	oonth
کو	ko
دس	dus
بکریوں	bakriyon
کے	ke
برابرشمار	barabar shumaar
کیا	kiya
گیا	gaya
ابو	Abu
قتادہ	Qattadah
کے	ke
حصہ	hissa
میں	mein
ایک	aik
خوبصورت	khoobsurat
لونڈی	laundi
آئی	aayi
جسے	jise
رسول	Rasool
اللہ	Allah
نے	ne
مانگ	maang
لیا	liya
اور	aur
محمیہ	Mohamiya
بن	Bin
جز	Juz
کو	ko
ہبہ	hubba
فرما	farma
دی	di.
اس	Is
سریہ	sariya
میں	mein
یہ	ye
لوگ	log
15	15
دن	din
باہر	bahar
رہے۔	rahe.
</s>	</s>
تو	to
آپ	aap
نے	ne
فرمایا	farmaya
:	:
اس	is
کا	ka
بچہ	bachcha
اس	is
کی	ki
آزادی	azadi
کا	ka
سبب	sabab
بن	ban
گیا	gaya.
</s>	</s>
جسے	jise
اندلس	andlalus
حکومت	hukumat
نے	ne
اب	ab
بہت	bahut
مضبوط	mazboot
بنا	bana
ڈالا	dala
تھا۔	tha.
</s>	</s>
اے	aey
میری	meri
قوم!	qaum!
</s>	</s>
1998ء	1998
میں	mein
طالبان	taliban
حکومت	hukumat
نے	ne
افغانستان	afghanistan
نے	mein
کئی	kai
بہائیوں	bahayion
کو	ko
گرفتار	giraftaar
کیا،	kiya,
کئی	kai
پاکستان	pakistan
فرار	faraar
ہو	ho
گئے۔	gaye.
</s>	</s>
"جنت	jannat
میں	mein
ایک	aik
گھر	ghar
ہے	hai
جسے	jise
دارالفرح	daraul farah
(خوشیوں	(khushiyon
کا	ka
گھر)	ghar)
کہا	kaha
جاتا	jaata
ہے	hai.
اس	Is
میں	mein
وہ	woh
لوگ	log
داخل	daakhil
ہوں	hon
گے	ge
جو	jo
اپنے	apne
بچوں	bachchon
کو	ko
خوش	khush
رکھتے	rakhte
ہیں‘‘۔	hain.
</s>	</s>
یعنی	yaani
جو	jo
جنازے	janaaze
سے	se
رہ	rah
گیا	gaya
وہ	woh
قل	qul
خوانی	khwani
پر	per
آجائے	aa jaaye
اور	aur
جو	jo
اس	us
سے	se
رہ	rah
گیا	gaya
وہ	woh
دسواں	duswan
یا	ya
چالیسویں	chaliswan
میں	mein
شریک	shareek
ہو	ho
جائے۔	jaaye.
</s>	</s>
انتظامی	intezami
طور	taur
پر	per
یہ	ye
ضلع	zila
زنگلان	zanglan
میں	mein
شامل	shaamil
ہے۔	hai.
</s>	</s>
بدایوں	badaun
</s>	</s>
اکثر	aksar
مسلم	muslim
مفکرین	mufakkareen
قوم	qaum
پرستی	parasti
کو	ko
انسانیت	insaniyat
کے	ke
لیے	liye
زہر قاتل	zeher-e-qatil
قرار	qaraar
دیتے	dete
ہیں۔	hain.
</s>	</s>
مثلاً	maslan
ادب	adab
اور	aur
کمٹ	kumut
منٹ،	minute,
ادب	adab
اور	aur
سماج،	samaj,
ادب	adab
اور	aur
سیاست،	siyasat,
فسادات	fasadaat
اور	aur
ادب،	adab,
ادب	adab
اور	aur
پروپیگنڈا،	propaganda,
ادب	adab
اور	aur
عوام،	awam,
ادب	adab
اور	aur
آئیڈیالوجی	ideology
وغیرہ۔	waghaira.
</s>	</s>
آخر12/ربیع الاوّل	aakhir 12 rabbil awwal
بروز	baroz
جمعہ	juma
سنہ132ھ	san 132H
مطابق	mutabiq
30/اکٹوبر	30 october
سنہ729ء	san 729AD
کولوگوں	ko logon
نے	ne
مجتمع	mujtama
ہوکر	ho kar
ابوالعباس	Abul Abbas
عبد اللہ	Abdullah
سفاح	Saffah
کواس	ko us
کی	ki
جائے	jaaye
قیام	qayyam
سے	se
ہمارہ	humrah
لیا	liya
اور	aur
دارالامارۃ	darul imarath
زیں	zeen
داخل	daakhil
ہوئے،	huwe,
عبد اللہ	Abdullah
سفاح	Saffah
دارالامارۃ	darul imarath
سے	se
جامع	jama
مسجد	masjid
میں	mein
آیا،	aaya,
خطبہ	khutba
دیا،	diya,
نماز جمعہ	namaz-e-juma
پڑھائی	padhayi
اور	aur
نماز	namaz
جمعہ	juma
کے	ke
بعد	baad
پھرمنبر	phir mimbar
پرچڑھ	per chadh
کرتمام	kar tamaam
لوگوں	logon
سے	se
بیعت	bait
لی،	li,
یہ	ye
خطبہ	khutba
نہایت	nihayat
بلیغ	baleegh
وفصیح	wa fasseh
تھا،	tha,
اس	is
میں	mein
اپنے	apne
آپ	aap
کومستحقِ	ko mustahaq
خلافت	khilafat
ثابت	saabit
کیا	kiya
اور	aur
لوگوں	logon
کے	ke
وظائف	wazayef
بڑھانے	badhane
کا	ka
وعدہ	vada
کیا،	kiya,
اہلِ	ahle
کوفہ	kufa
کی	ki
ستائش	satayish
کی	ki.
اس	is
خطبہ	khutba
کے	ke
بعد	baad
عبد اللہ	Abdullah
سفاح	Saffah
کے	ke
چچاداؤد	chacha Dawood
نے	ne
منبر	mimbar
پرچڑھ	per chadh
کرتقریر	kar taqreer
کی	ki
اور	aur
بنوعباس	banu abbas
کی	ki
خلافت	khilafat
کے	ke
متعلق	mutaliq
مناسب	munasib
الفاظ	alfaaz
بیان	bayan
کرکے	karke
بنواُزیہ	banu uzaiah
کی	ki
مذمت	mazammat
کی	ki
اور	aur
لوگوں	logon
سے	se
بیان	bayan
کیا	kiya
کہ	ke
آج	aaj
امیرالمؤمنین	ameerul maumneen
عبد اللہ	Abdullah
سفاح	Saffah
کسی	kisi
قدر	qadar
بخار	bukhar
اور	aur
اعضاشکنی	aaza shikni
کی	ki
تکلیف	takleef
میں	mein
مبتلا	mubtala
ہیں	hain
اس	is
لیے	liye
زیادہ	zyada
بیان	bayan
نہ	na
کرسکے،	kar sake,
آپ	aap
سب	sab
لوگ	log
ان	un
کے	ke
لی	liye
دُعا	dua
کریں،	karein,
اس	is
کے	ke
بعد	baad
ابوالعباس	Abul Abbas
عبداللہ	Abdullah
سفاح	Saffah
قصرِامارت	qasar imarat
کی	ki
طرف	taraf
روانہ	rawana
ہوا	huwa
اور	aur
اس	us
کا	ka
بھائی	bhai
ابوجعفر	Abu Jaffer
منصور	Mansoor
مسجد	masjid
میں	mein
بیٹھا	baitha
ہوا	huwa
رات	raat
تک	tak
لوگوں	logon
سے	se
بیعت	bait
لیتا	leta
رہا،	raha,
ابوالعباس	Abul Abbas
عبد اللہ	Abdullah
سفاح	Saffah
بیعتِ	bait
خلافت	khilafat
لینے	lene
کے	ke
لیے	liye
قصرِ	qasar
امارت	imarat
میں	mein
گیا؛	gaya,
پھروہاں	phir wahan
سے	se
ابوسلمہ	Abu Salma
کے	ke
خیمہ	khaima
میں	mein
جاکر	jaakar
اس	us
سے	se
ملاقات	mulaqaat
کی	ki.
ابوسلمہ	Abu Salma
نے	ne
بھی	bhi
بیعت	bait
توکرلی	to kar li
مگروہ	magar woh
دل	dil
سے	se
اس	is
بیعت	bait
اور	aur
عباسیوں	abbasiyon
کی	ki
خَافت	khilafat
پررضامند	per raazi
نہ	na
تھا،	tha,
عبد اللہ	Abdullah
سفاح	Saffah
نے	ne
مضافات	mazafaat
کوفہ	kufa
کی	ki
نیابت	niyabat
اپنے	apne
چچا	chacha
داؤد	Dawood
کودی	ko di
اور	aur
اپنے	apne
دوسرے	doosre
چچا	chacha
عبد اللہ	Abdullah
بن	Bin
علی	Ali
کوابوعون	ko Abu Aun
بن	Bin
یزید	Yazid
کی	ki
کمک	kumuk
کے	ke
لیے	liye
روانہ	rawana
کیا	kiya
اور	aur
اپنے	apne
بھتیجے	bhatije
عیسیٰ	Eisa
بن	Bin
موسیٰ	Musa
کوحسن	ko Hassan
بن	Bin
قحطبہ	Qahtaba
کی	ki
مدد	madad
کے	ke
لیے	liye
بھیجا،	bheja,
جوواسطہ	jo raasta
کا	ka
محاصرہ	muhaasra
کیے	kiye
ہوئے	huwe
پڑا	pada
تھا	tha
اور	aur
ابن	Ibn
ہبیرہ	Habira
کومحصور	ko mahsoor
کررکھا	kar rakha
تا	tha
اور	aur
یمیمی	Yamimi
بن	Bin
جعفر	Jaffer
بن	Bin
تمام	Tamaam
بن	Bin
عباس	Abbas
کوحمیدبن	ko Hameed Bin
قحطبہ	Qahtaba
کی	ki
امداد	imdaad
پرمدائن	per madayen
کی	ki
طرف	taraf
روانہ	rawana
کیا؛	kiya,
اسی	isi
طرح	tarah
ہرطرف	har taraf
سرداروں	sardaaron
کومتعین	ko mutaiyan
ومامور	wa mamoor
کیا،	kiya,
ابومسلم	Abu Muslim
خراسان	khurasan
ہی	hi
میں	mein
تھا	tha
اور	aur
وہ	woh
خراسان	khurasan
کوجلد	ko jald
ازجلد	az jald
دشمنوں	dushmanon
سے	se
صاف	saaf
کر	kar
رہا	raha
تھا،	tha,
عبد اللہ	Abdullah
سفاح	Saffah
کوفہ	kufa
میں	mein
خلیفہ	khalifa
ہوکر	ho kar
ہرایک	har aik
اہم	aham
معاملہ	muamla
میں	mein
ابومسلم	Abu Muslim
کا	ka
مشورہ	mashwarah
طلب	talab
کرتا	karta
تھا	tha
اور	aur
جیسے	jaise
ابومسلم	Abu Muslim
لکھتا	likhta
تھا	tha
اسی	isi
کے	ke
موافق	mawafiq
عمل	amal
درآمد	dar aamad
کرتا	karta
تھا۔	tha.
</s>	</s>
پھر	phir
غور	ghaur
طلب	talab
بات	baat
یہ	ye
بھی	bhi
ہے	hai
کہ	ke
دیگر	deegar
ممالک	mamaalik
میں	mein
بھی	bhi
جہاں	jahan
برڈ	bird
فلو	flue
سے	se
انسان	insan
متاثر	mutasir
ہوئے	huwe
ہیں	hain
جو	jo
پرندوں	parindon
( مرغیوں	(murghiyon
اور	aur
بطخوں )	battakhon)
کے	ke
ساتھ	saath
یعنی	yaani
فارم	farm
پر	per
ہوتے	hote
ہیں	hain
جبکہ	jabke
مرغی	murghi
کا	ka
گوشت	gosht
کھانے	khaane
سے	se
برڈ	bird
فلو	flue
سے	se
متاثر	mutasir
ہونا	hona
کہیں	kahin
بھی	bhi
ثابت	saabit
نہیں	nahin
ہوتا۔	hota.
</s>	</s>
پھر	phir
ہوموسیپینز	homosapiens
یا	ya
انسان	insaan
کے	ke
جسم	jism
کے	ke
بالوں	baalon
کو	ko
کیا	kaya
ہوا؟	huwa?
</s>	</s>
جبکہ	jabke
رسول	Rasool
کے	ke
دشمن	dushman
جن	jin
کی	ki
اس	is
وقت	waqt
کثرت	kasrat
سے	se
اولاد	aulaad
موجودتھی	maujood thi
ایسے	aise
فنا	fanaa
ہوئے	huwe
کہ	ke
نام	naam
ونشان	wa nishan
بھی	bhi
ان	in
کا	ka
کہیں	kahin
نظر	nazar
نہیں	nahin
اتا۔	aata.
</s>	</s>
جلدغب	jaldghab
ضلع	zila
</s>	</s>
جسے	jise
عشق	ishq
کی	ki
بے	be
قراری	qaraari
لگے	lage
</s>	</s>
ہم	hum
نے	ne
آپ	aap
کی	ki
تصدیق	tasdeeq
کی	ki
ہے	hai
اور	aur
گواہی	gawahi
دی	di
ہے	hai
کہ	ke
جو	jo
کتاب	kitaab
آپ	aap
لائے	laaye
ہیں	hain
وہ	woh
حق	haq
ہے	hai
اور	aur
ہم	hum
نے	ne
آپ	aap
کی	ki
اطاعت	ataat
اور	aur
فرمانبرداری	farmabardari
کا	ka
عہد	ahad
کیا	kiya
ہے۔	hai.
</s>	</s>
یہ	ye
بات	baat
دلچسپ	dilchasp
ہے	hai
جس	jis
سال	saal
کا	ka
جلالی	jalaali
کلنڈر	calander
کے	ke
ساتھ	saath
حساب	hisaab
کیاجاتاہے	kiya jaata hai
عیسوی	eiswi
سال	saal
کے	ke
برخلاف	bar khilaaf
ہر	her
دس	dus
ہزار	hazaar
برس	baras
میں	mein
اس	is
میں	mein
اور	aur
حقیقی	haqiqi
سال	saal
کے	ke
درمیان	darmiyan
میں	mein
تقریباً	taqriban
تین	teen
دن	din
کا	ka
فرق	faraq
ہوجاتاہے۔	ho jaata hai.
</s>	</s>
اللہ	Allah
تعالٰی	Taala
نے	ne
مسلمانوں	musalmanon
کے	ke
ساتھ	saath
وعدہ	vada
فرمایا	farmaya
تھا	tha
کہ	ke
تجارتی	tijarati
قافلہ	qafila
اور	aur
قریشی	quraishi
لشکر	lashkar
میں	mein
ایک	aik
ضرور	zaroor
مفتوح	maftooh
ہو	ho
گیا۔	gaya.
</s>	</s>
اے،	A,
ایل ایل بی	L.L.B hi
کیا۔	kiya.
</s>	</s>
سید	Syed
رضا	Raza
علی	Ali
گیلانی	Geelani
ایک	aik
شادی	shaadi
شدہ	shuda
شخص	shakhs
ہے	hai
جو	jo
خوشگوار	khushgawaar
اور	aur
ہم	hum
آہنگ	aahang
شادی	shaadi
شدہ	shuda
زندگی	zindagi
سے	se
لطف	luft
اندوز	andoz
ہو	ho
رہی	raha
ہے۔	hai.
</s>	</s>
اگر	agar
ہم	hum
اس	is
طریقہ	tariqa
سے	se
تاش	taash
کے	ke
پتوں	patton
کو	ko
ترتیب	tarteeb
لگانا	lagana
چاہتے	chaahte
ہیں	hain
تو	to
پہلے	pehle
یہ	ye
معلوم	maloom
کریں	karein
گے	ge
کہ	ke
وہ	woh
پہلے	pehle
ہی	hi
ترتیب	tarteeb
میں	mein
ہیں	hain
یا	ya
نہیں۔	nahin.
</s>	</s>
مُرغی	murghi
</s>	</s>
اس	is
زمانے	zamaane
میں	mein
اس	is
کا	ka
ایذرا	Ezra
پاؤنڈ	Pound
سے	se
بھی	bhi
رابطہ	raabta
رہا	raha
جسے	jise
امیج	image
ازم	izm
کا	ka
بانی	baani
کہا	kaha
جاتا	jaata
ہے۔	hai.
</s>	</s>
پاکستان	pakistan
ریلویز	railways
کی	ki
سرکاری	sarkaari
ویب سائٹ	website
کے	ke
مطابق	mutabiq
میٹھا	mitha
لک	lak
ریلوے	railway
اسٹیشن	station
کا	ka
کوڈ	code
MTQ	MTQ
ہے	hai
</s>	</s>
ملک	mulk
کے	ke
تمام	tamaam
بڑے	bade
شہروں	shahron
اور	aur
500	500
تحصیلوں	tahseelon
میں	mein
منہاج	minhaaj
ایمبولینس	ambulance
سروس	service
کا	ka
قیام	qayyam
</s>	</s>
پھر	phir
اس	is
جوڑے	jode
کو	ko
جنت	jannat
میں	mein
رہنے	rahne
دیا۔	diya.
</s>	</s>
کئی	kai
قسم	qism
کے	ke
اكساڈو	oxaydo
(جیسے	(jaise
پارہ،	parah,
چاندی	chaandi
وغیرہ	waghaira
کے	ke
)	(ya)
یا (لیڈ،	lade,
مینگنیج، بیریم)	magneez)
اور	aur
اكسيجن	oxygen
والے	waale
بہت	bahut
سے	se
نمک	namak
(جیسے	(jaise
پوٹے شيم	potassium
نائٹریٹ،	nitrate,
كلوریٹ،	chlorate,
پرمیگنیٹ	permanganate
اور	aur
ڈائ كرومیٹ)	dichromate)
کو	ko
گرم	garam
کرنے	karne
سے	se
اكسيجن	oxygen
حاصل	haasil
ہو	ho
سکتا	sakta
ہے۔	hai.
</s>	</s>
1915ء	1915
میں	mein
بننے	banne
والی	waali
دو	do
فلموں،	filmon
دی	The
ٹریمپ	Tramp
اور	aur
دی	The
بینک،	Bank
نے	ne
پردہ	pardah
سکرین	screen
پر	per
ان	un
ٹریمپ	tramp
کی	ki
امتیازی	imteyaazi
خصوصیات	khususiyaat
کی	ki
شکیل	tashkeel
کی۔	ki.
</s>	</s>
جہاندار	Jahandaar
شاہ	Shah
</s>	</s>
"سری	sri
لنکن	lankan
صد رکی	sadar ki
جانب	jaanib
سے	se
حملے	hamle
کی	ki
مذمت"۔	mazmmat.
</s>	</s>
اس	is
وقت	waqt
کی	ki
مشہور	mashhoor
ہیروئین	heroin
اوشا	Usha
کرن	Kiran
اور	aur
کرن	Karan
دیوان	Dewan
کے	ke
ساتھ	saath
ششی	Shashi
کلا	Kalaa
اور	Aur
پران اس	Pran
فلم	film
کے	ke
اہم	aham
اداکار	adakaar
تھے۔	the.
</s>	</s>
اور	aur
اس	is
سے	se
پہلے	pehle
تین	teen
ہزار	hazaar
ایک	aik
سوانیس	sau unnis
یا	ya
اکتیس	ektis
سو	sau
انیس	unnis
اور	aur
اس	is
کے	ke
بعد	baad
تین	teen
ہزار	hazaar
ایک	aik
سو	sau
اکیس	ikkis
یا	ya
اکتیس	ektis
سو	sau
اکیس	ikkis
بولا	bola
جاتا	jaata
ہے۔	hai.
</s>	</s>
اس	is
میں	mein
صحابہ	sahaaba
کرام	karaam
کی	ki
تر تیب	tarteeb
پر	per
ان	in
کی	ki
مرویات	marawwiyaat
شامل	shaamil
کی	ki
گئی	gayi
ہیں۔	hain.
</s>	</s>
مثلاً	maslan
چوڑیاں،	chooriyan,
کنگن۔	kangan.
</s>	</s>
گویا	goya
اوپر	ooper
کی	ki
مثال	misaal
یوں	yun
لکھنا	likhna
چاہیے:	chaahiye :
</s>	</s>
کہ	ke
جہان	jahan
پر	per
ایک	aik
حادثہ	haadsa
پیش	pesh
ایا۔	aaya.
</s>	</s>
فہرست	fehrist
لتھووینیا	lithuania
کے	ke
دریا	dariya
</s>	</s>
مگر	magar
سوال	sawaal
یہ	ye
پیداہوتا	paida hota
ہے	hai
کہ	ke
آیا	aaya
ان	un
مجاہدوں	mujahidon
اور	aur
شہیدوں	shaheedon
نے	ne
جو	jo
آزادی	azadi
امانت	amanat
کے	ke
طور	taur
پر	per
ہمارے	hamaare
پاس	paas
چھوڑ ی	chhodi
ہم	hum
اس	us
کی	ki
حفاظت	hifazat
میں	mein
کہاں	kahan
تک	tak
مخلص	mukhlis
ہیں؟	hain?
</s>	</s>
اُس	is
کا	ka
اصل	asal
زمانہ	zamana
معلوم	maloom
نہیں	nahin
ہے	hai
مگر	magar
هيرودوت	Herodotus
کا	ka
کہنا	kehna
ہے	hai
کہ	ke
وہ	woh
ہومر	Homer
کا	ka
زمانہ	zamana
اُس	us
سے	se
تقریباً	taqriban
400	400
سال	saal
پہلے	pehle
کا	ka
ہے	hai
جبکہ	jabke
کچھ	kuchh
قدیم	qadeem
تخمینہ	takhmeena
ٹرائے	troy
کی	ki
جنگ	jung
جو	jo
12	12
صدی	sadi
قبل	qabl
مسیح	maseeh
بنتا	banta
ہے۔	hai.
</s>	</s>
تحریک	tahreek
آزادیٔ	azadi
کشمیر:	kashmir :
اُردو	urdu
ادب	adab
کے	ke
آئینے	aaine
میں۔	mein.
سنگ میل	Sangmeel
پبلی کیشنز	publication's,
لاہور،	lahore,
</s>	</s>
عام	aam
زندگی	zindagi
میں	mein
تجربہ	tajurba
اور	aur
مشاہدہ	mushahida
کی	ki
بنیاد	buniyaad
پر	per
واقعات	waqiyaat
کا	ka
احتمال	ehtemaal
قیاس	qayaas
کیا	kiya
جا	jaa
سکتا	sakta
ہے۔	hai.
</s>	</s>
چند	chand
ماہ	maah
بعد	baad
ہی	hi
1955	1955
میں	mein
پلازہ	palaza
ڈی	de
مائیو	mayo
میں	mein
ہونے	hone
والے	waale
بم	bum
دھماکوں	dhamakon
اور	aur
بغاوت	baghawat
کی	ki
وجہ	wajah
سے	se
صدر	sadar
کو	ko
ہٹنا	hatna
پڑا	pada
اور	aur
صدر	sadar
ملک	mulk
سے	se
نکل	nikal
گئے۔	gaye.
</s>	</s>
گنتی	ginti
میں	mein
اسے	ise
ایک	aik
ہزار	hazaar
سات	saat
سو	sau
سڑسٹھ	sarsath
یا	ya
سترہ	satrah
سو	sau
سڑسٹھ	sarsath
بولا	bola
جاتا	jaata
ہے۔	hai.
</s>	</s>
اس	is
کے	ke
ہمراہ	humraah
کوئی	koi
برتن	bartan
یا	ya
اوزار	auzaar
یا	ya
ساز	saaz
و	wa
سامان	samaan
نہیں	nahin
ملا	mila
ہے۔	hai.
</s>	</s>
میہی	mehi
کے	ke
قبرستان	qabristan
میں	mein
جو	jo
اشیائ	ashiya
ملی	mili
ہیں	hain
ان	un
میں	mein
تامبے	taambe
کے	ke
دو	do
آئینوں	aainon
کے	ke
ساتھ	saath
ایک	aik
تامبے	taambe
کا	ka
پن	pin
بھی	bhi
ملا	mila
ہے۔	hai.
</s>	</s>
امر	Ameer
تیمور	Taimur
کے	ke
مرنے	marne
کے	ke
بعد	baad
ابو	Abu
بکر	Bakar
نے	ne
میران	meeran
شاہ	shah
کے	ke
نام	naam
کا	ka
سکہ	sikka
جاری	jaari
کیا۔	kiya.
</s>	</s>
پاکستان	pakistan
میں	mein
آباد	aabaad
برادر	baradar
اقوام	aqwam
کے	ke
درمیان	darmiyan
امن ،بھائی	aman, bhai
چارے	chaare
اورباہمی	aur baahmi
روابط	rawabit
کے	ke
لیے	liye
کردار	kirdaar
ادا	ada
کرنا	karna
</s>	</s>
کسبی	kasbi
اشتراکیت	ishtrakiyat
</s>	</s>
بعد	baad
ازاں	azan
انہیں	inhe
ڈائر یکٹر	director
بنا	bana
دیا	diya
گیا۔	gaya.
</s>	</s>
ابن	Ibn
طباطبا۔	Tabataba
</s>	</s>
باہر	baahar
سے	se
یہ	ye
روایتی	rawayati
چینی	chini
طرز	tarz
تعمیر	tameer
سے	se
متاثر	mutasir
نظر	nazar
آتی	aati
ہے	hai
اور	aur
اندر	andar se
اسلامی	islami
انداز	andaz
جھلکتا	jhalakta
ہے۔	hai.
</s>	</s>
لیکن	lekin
دلیپ	Dilip
کمار	Kumar
نے	ne
پہلے	pehle
ہی	hi
شاٹ	shot
میں	mein
زبردست	zabardast
اعتماد	aitmaad
کا	ka
مظاہرہ	muzahira
کیا	kiya
اور	aur
مکالموں	mukaalmon
کی	ki
ادائیگی	adaayegi
کے	ke
خوبصورت	khoobsurat
انداز	andaz
سے	se
شوکت	Shaukat
رضوی	Rizvi
اور	aur
سیٹ	set
پر	per
موجود	maujood
تمام	tamaam
لوگوں	logon
کو	ko
ششدر	shashdar
کر	kar
دیا۔	diya.
</s>	</s>
ایلی	Elli
اورام،	Avram,
خصوصی	khususi
ظہور	zahoor
</s>	</s>
کلیولینڈ،	cleveland,
جارجیا	georgia
</s>	</s>
وہ	woh
اوسلو	oslo
معاہدے	muahida
کے	ke
مخالفوں	mukhalifon
میں	mein
سے	se
ایک	aik
ہیں۔	hain.
</s>	</s>
پطرس	patras
کا	ka
پہلا	pehla
عام	aam
خط	khat
</s>	</s>
پاکستان	pakistan
میں	min
اصلاح	islaah
شیعت	sheeat
کا	ka
آغاز	aghaz
آیت اللہ	Ayatullah
محمد	Mohammad
حسین	Hussain
نجفی	Najafi
ڈھکو	Dhaku
نے	ne
کیا،انہوں	kiya, unho
نے	ne
"اصلاح	"islaah
رسوم"	rasoom"
نامی	naami
کتاب	kitaab
لکھی۔	likhi.
</s>	</s>
اس	is
کے	ke
اہم	aham
نکات	nukaat
یہ	ye
ہیں	hain
:	:
</s>	</s>
ایم 7	M7
موٹروے	motor way
ایک	aik
موٹر	motor
وے	way hai
جو	jo
270	270
کلو میٹر	kilometre
(میل 170)	(170 mile)
طویل	taweel
ہے،	hai,
یہ	ye
منصوبہ	mansooba
چار	chaar
رویہ	rawaiya
موٹروے	motor way
کا	ka
ہے	hai
جو	jo
ڈیرہ	dera
غازی	ghazi
خان	khan
کو	ko
رتودیرو	ratodero
سے	se
جوڑے	jode
گی۔	gi.
</s>	</s>
یہی	yahi
وہ	woh
مقام	muqaam
ہے	hai
کہ	ke
جہاں	jahan
اس	is
ناول	novel
کے	ke
مکالمے	mukaalme
انتہائی	intehaayi
فطری	fitri
معلوم	maloom
ہونے	hone
لگتے	lagte
ہیں۔	hain.
</s>	</s>
ناول	novel
میں	mein
گھریلو	gharailu
آنگنوں	aanganon
کے	ke
ساتھ	saath
