තන්ත්‍රයන්ට	thanthrayanta
උපකාරී	upakari
වේ	ve
</s>	</s>
එසේ	ese
නැතහොත්	natahot
සිය	siya
ප්‍රියතම	priyatama
වාර්තාකරුගේ	vartakaruge
වැරදි	varadi
හෝ	ho
මිත්‍යා	mitya
ඔහුට	ohuta
නොපෙනිය	nopeniya
හැකිය	hakiya
</s>	</s>
නොසැලකිලිමත්කම	nosalakilimatkama
එක්	ek
පුද්ගලයෙකු	pudgalayeku
තවත්	tavat
පුද්ගලයෙකුට	pudgalayekuta
ගැතිව	gativa
පවතින	pavatina
රැකබලා	rakabala
ගැනීමේ	ganime
වගකීම	vagakima
කඩකිරීම	kadakirima
මත	mata
රඳා	randa
පවතින	pavatina
සිවිල්	sivil
වරදයි	varadayi
</s>	</s>
මෙය	meya
ලෝකයේ	lokaye
ඇති	ati
විශාලතම	visalatama
ප්‍රකරණයයි	prakaranayayi
</s>	</s>
ලංකාව	lankava
තිබුනේ	tibune
චීනයේ	cinaye
ආරක්ෂාව	araksava
යටතේය	yatateya
</s>	</s>
යමෙකු	yameku
V=O	v=o
ලෙස	lesa
අර්ථ	artha
දැක්විය	dakviya
හැකි	haki
අතර	atara
E	e
සම්පුර්ණයෙන්	sampurnayen
A	a
වල	vala
සටහන්	satahan
කල	kala
ව්‍යුතක්පන්නයක්	vyutakpannayak
ලෙස	lesa
අර්ථ	artha
දැක්විය	dakviya
හැක	haka
නමුදු	namudu
මෙය	meya
සිදු	sidu
වන්නේ	vanne
කලාතුරකිනිත	kalaturakinita
</s>	</s>
මියයන	miyayana
විට	vita
ඇය	aya
තිස්වන	tisvana
වයස්	vayas
සීමාවේ	simave
පසුවන්නට	pasuvannata
ඇතැයි	atayi
විශ්වාස	visvasa
කෙරේත	kereta
</s>	</s>
එතැන්	etan
පටන්	patan
ඊශ්‍රායලය	israyalaya
අසල්වැසි	asalvasi
අරාබි	arabi
රාජ්‍යයන්	rajyayan
සමඟ	samanga
අනුක්‍රමික	anukramika
යුද	yuda
ගණනාවක	gananavaka
පැටලී	patali
සිටී	siti
</s>	</s>
සුනිල්	sunil
හෙට්ටිආරච්චි	hettiaracci
</s>	</s>
ස	sa
</s>	</s>
පාථිවිඅභ්‍යන්තරය	pathiviabhyantaraya
සකස්වී	sakasvi
ඇත්තේ	atte
ස්තර	stara
කීපයකිනි	kipayakini
</s>	</s>
එක්	ek
එක්	ek
ජනපදයට	janapadayata
හිමි	himi
වරකයන්	varakayan
ගණන	ganana
ආණ්ඩුක්‍රම	andukrama
ව්‍යවස්ථාවෙහි	vyavasthavehi
වගන්තිය	vagantiya
II	ii
ඡේදය	chedaya
1	1
වාක්‍යාංශය	vakyansaya
2	2
වෙතින්	vetin
නියම	niyama
කෙරෙන	kerena
අතර	atara
ඔහුන්	ohun
තෝරා	tora
ගන්නේ	ganne
කෙසේද	keseda
යන්න	yanna
ජනපද	janapada
ව්‍යවස්ථාදායක	vyavasthadayaka
තීරණය	tiranaya
කරනු	karanu
ඇත	ata
</s>	</s>
අධ්‍යාපන	adhyapana
පරමාරථ	paramaratha
සහ	saha
අරමුණු	aramunu
රටින්	ratin
රටට	ratata
වෙනස්	venas
වේ	ve
</s>	</s>
2013	2013
මැතිවරණයේදී	mativaranayedi
කර්ණාටක	karnataka
ව්‍යවස්ථාදායක	vyavasthadayaka
මන්ත්‍රණ	mantrana
සභාව	sabhava
සඳහා	sandaha
චිකෝඩි-සඩලාග	cikodi-sadalaga
මැතිවරණ	mativarana
කොට්ඨාශය	kotthasaya
වෙනුවෙන්	venuven
ඡන්ද	chanda
1,02,237	1,02,237
ලබමින්	labamin
ඔහු	ohu
තේරී	teri
පත්	pat
විය	viya
</s>	</s>
ඔහු	ohu
කාලයත්	kalayat
සමඟ	samanga
මරණයෙන්	maranayen
පසු	pasu
ඔසිරිස්	osiris
ලෙසත්,ජීවිත	lesat,jivita
කාලයේ	kalaye
දී	di
හොරස්	horas
ලෙසත්	lesat
සලකනු	salakanu
ලැබූ	labu
රජු	raju
වේ	ve
</s>	</s>
බුදුදහමට	bududahamata
පෙර	pera
පැවැති	pavati
ඇදහිලි	adahili
හා	ha
විශ්වාස	visvasa
අනුව	anuva
යක්ෂයින්	yaksayin
හා	ha
අද්භූත	adbhuta
බලවේගවලින්	balavegavalin
විවිධ	vividha
ප්‍රයෝජන	prayojana
හා	ha
ආශිර්වාද	asirvada
ලබාගැනීමට	labaganimata
හැකිබවට	hakibavata
සිංහලයින්	sinhalayin
තුළ	tula
බලවත්	balavat
විශ්වාසයක්	visvasayak
පැවතිණ	pavatina
</s>	</s>
ක්‍රිකට්	krikat
නීති	niti
පවත්ගෙන	pavatgena
යනු	yanu
ලබන්නේ	labanne
ජාත්‍යන්තර	jatyantara
ක්‍රිකට්	krikat
කවුන්සිලය	kavunsilaya
හා	ha
මැරිලෙබොන්	marilebon
ක්‍රිකට්	krikat
සමාජය	samajaya
ටෙස්ට්	test
හා	ha
එක්දින	ekdina
ජාත්‍යන්තර	jatyantara
තරග	taraga
සදහා	sadaha
අමතර	amatara
සම්මත	sammata
ක්‍රිඩා	krida
තත්වයන්	tatvayan
සමගය	samagaya
</s>	</s>
2005	2005
අගෝස්තු	agostu
මාසයේ ‍	masaye
මහාබෝධි	maha bodhi
විහාරයේ	viharaye
ඇතුළත	atulata
පිහිටි	pihiti
පූජාසනයක	pujasanayaka
ශුද්ධ	suddha
ජලය	jalaya
පූජා	puja
කීරිම	kirima
සඳහා	sandaha
ඇතුල්	atul
වීමට	vimata
තැනු	tanu
භාරතීය	bharatiya
ජනතා	janata
පක්ෂ	paksa
BJP	bjp
සමාජීකයන්	samajikayan
පිරිසක්	pirisak
පොලීසිය	polisiya
විසින්	visin
නවත්වන	navatvana
ලදී	ladi
</s>	</s>
අතිගරු	atigaru
රාජකීය	rajakiya
පණ්ඩිත	pandita
</s>	</s>
වර්ෂ	varsa
1956	1956
පසු	pasu
සංවර්ධනය	sanvardhanaya
වූ	vu
වලවේ	valave
ගඟ	ganga
දකුණු	dakunu
ඇළ	ala
සංවර්ධන	sanvardhana
ව්‍යාපාරය	vyaparaya
යටතේ	yatate
මෑත	meta
දී	di
වගා	vaga
කටයුතු	katayutu
සිදු	sidu
කරන	karana
මෙම	mema
කුඹුරුයාය	kumburuyaya
ප්‍රදේශයට	pradesayata
බත	bata
සපයන	sapayana
පුණ්‍ය	punya
භූමියකි	bhumiyaki
</s>	</s>
පහත	pahata
පළමු	palamu
මූලාශ්‍රයෙහි	mulasrayehi
මේ	me
පිළිබඳ	pilibanda
තොරතුරු	toraturu
ඇත	ata
කෙසේනමුත්	kesenamut
ඔහුට	ohuta
යුධ	yudha
හමුදාවට	hamudavata
අමතරව	amatarava
බලවත්	balavat
නාවික	navika
හමුදාවක්	hamudavak
විසූ	visu
බව	bava
පැහැදිළි	pahadili
ය	ya
</s>	</s>
මෙම	mema
දුඹුරු	dumburu
පැහැ	paha
ලප	lapa
අතිවූ	ativu
තැන්	tan
කපා	kapa
ඉවත්කර	ivatkara
ආහාරයට	aharayata
ගතහැක	gatahaka
</s>	</s>
නමුත්	namut
සමාජය	samajaya
පුරා	pura
සමානාත්මතාවය	samanatmatavaya
හා	ha
නිදහස	nidahasa
යන	yana
මූලධර්මය	muladharmaya
ඉලුමිනාටි	iluminati
වරු	varu
විසින්	visin
ප්‍රසිද්ද	prasidda
කළේය	kaleya
</s>	</s>
පෙජෙං	pejen
බෙරය	beraya
</s>	</s>
ඇගේ	age
පියා	piya
තැපැල්	tapal
කන්තෝරුවෙ	kantoruve
ලියුම්	liyum
බෙදන්නේකු	bedanneku
බව	bava
</s>	</s>
මේ	me
රූපවල	rupavala
ඉඟටියෙන්	ingatiyen
පහළ	pahala
කොටස	kotasa
දක්නට	daknata
නොලැබේ	nolabe
</s>	</s>
අතීතයේ	atitaye
සිටි	siti
විශිෂ්ට	visista
රජවරුන්ගේ	rajavarunge
නම්	nam
වලින්	valin
නිවාස	nivasa
නම්	nam
කරන	karana
ලදි	ladi
</s>	</s>
සිත්තනවාසල්	sittanavasal
ලෙන	lena
හෙවත්	hevat
අරිවාර්	arivar
කෝවිල්	kovil
යනුවෙන්	yanuven
හැඳින්වෙන්නේ	handinvenne
ඉන්දියාවේ	indiyave
තමිල්	tamil
නාඩුවේ	naduve
පුදුකොට්ටෛ	pudukottai
දිස්ත්‍රික්කයේ	distrikkaye
සිත්තනවාසල්	sittanavasal
ගම්මානයේ	gammanaye
පිහිටි	pihiti
2වන	2vana
සියවසට	siyavasata
අයත්	ayat
ජෛන	jaina
ලෙන්	len
සංකීර්ණයකි	sankirnayaki
</s>	</s>
යාබද	yabada
අධ්යක්ෂවරුන්	adhyaksavarun
අතර	atara
දුර	dura
ප්රමාණය	pramanaya
සකස්	sakas
කිරීම	kirima
මගින්	magin
විකිරණ	vikirana
රටාවෙහි	ratavehi
පිටුපස	pitupasa
කවුළුව	kavuluva
අඩු	adu
කළ	kala
හැකිය	hakiya
</s>	</s>
පුර	pura
යනු	yanu
ස්ථානය	sthanaya
විශය	visaya
යන්නයි	yannayi
</s>	</s>
නව	nava
දිල්ලියේ	dilliye
බුද්ධ	buddha
ජයන්ති	jayanti
උද්‍යානයේ	udyanaye
ශ්‍රී	sri
මහා	maha
බෝධි	bodhi
අංකුරයක්	ankurayak
1993	1993
දී	di
රෝපණය	ropanaya
කරන	karana
ලදි	ladi
</s>	</s>
වාස්තවික	vastavika
බව	bava
-	-
රූප	rupa
සටහන්වී	satahanvi
ඇති	ati
තත්වයකම	tatvayakama
සැබෑ	sabe
තත්වයේ	tatvaye
සාධාරන	sadharana
නියෝජනයකි	niyojanayaki
</s>	</s>
වී	vi
වගාව	vagava
සඳහා	sandaha
දත්ත	datta
අඩංගු	adangu
වෙබ්	veb
අඩවියක්	adaviyak
ද	da
ශ්‍රී	sri
ලංකා	lanka
වී	vi
වගා	vaga
දත්ත	datta
බැංකුව	bankuva
2007.04.25	2007.04.25
නමින්	namin
ශ්‍රී	sri
ලංකා	lanka
කෘෂිකර්ම	krsikarma
දෙපාර්තමේන්තුවට	departamentuvata
අයත්	ayat
ශ්‍රව්‍ය	sravya
දෘෂ්‍ය	drsya
මධ්‍යස්ථානය	madhyasthanaya
ජාත්‍යන්තර	jatyantara
සහල්	sahal
පර්යේෂණ	paryesana
මධ්‍යස්ථානය	madhyasthanaya
හා	ha
එක්ව	ekva
පවත්වාගෙන	pavatvagena
යනු	yanu
ලබයි	labayi
</s>	</s>
ඊට	ita
සාක්ෂි	saksi
දරන්නේ	daranne
අල්ලා	alla
දෙවියන්	deviyan
පමණි	pamani
</s>	</s>
ලක්විජය	lakvijaya
බලාගාරයෙන්	balagarayen
ඕනෑම	onema
ගල්	gal
අඟුරු	anguru
බලාගාරයක්	balagarayak
මෙන්	men
)	)
සිදු	sidu
විය	viya
හැකි	haki
පරිසර	parisara
දූෂණය	dusanaya
අවම	avama
කීරිමට	kirimata
විශේෂ	visesa
ක්‍රියාමාර්ග	kriyamarga
භාවිතා	bhavita
කරනු	karanu
ලැබේ	labe
</s>	</s>
ඇම්බැක්කේ	ambakke
දේවාල	devala
නැටයම්	natayam
ශිල්පියා	silpiya
ලෙස	lesa
විශ්වාස	visvasa
නෙරෙන්නේ	nerenne
දෙල්මඩ	delmada
මූලාචාරීන්ය	mulacarinya
</s>	</s>
ඔවුන්	ovun
හැකියාවන්	hakiyavan
අතින්	atin
ඉහළම	ihalama
තත්වයට	tatvayata
පත්වන්නේ	patvanne
අවුරුදු	avurudu
විස්ස	vissa
සම්පූර්ණ	sampurna
වීමට	vimata
ආසන්නයේදිය	asannayediya
</s>	</s>
බිසෝකොටුවේ	bisokotuve
සිට	sita
ඇළ	ala
මාර්ග	marga
වවලට	vavalata
ජලය	jalaya
පිට	pita
කරන	karana
ලද්දේ	ladde
එබදුම	ebaduma
කානුවනකිනි	kanuvanakini
</s>	</s>
කිසියම්	kisiyam
නිෂ්චිත	niscita
විභාජනයක්	vibhajanayak
සඳහා	sandaha
භාවිත	bhavita
කල	kala
හැකි	haki
ප්‍රතිවාහ	prativaha
ප්‍රමාණය	pramanaya
වැඩිවන	vadivana
විට	vita
ඒ	e
සඳහා	sandaha
භාවිත	bhavita
කල	kala
යුතු	yutu
විභාජන	vibhajana
මට්ටම්	mattam
සංඛ්‍යාව	sankhyava
පහල	pahala
යයි	yayi
</s>	</s>
297	297
අන්සිම්සා	ansimsa
විහාරයේ	viharaye
බෞද්ධ	bauddha
සිතුවම	situvama
චොංවොන්	convon
ප්‍රාන්තය	prantaya
</s>	</s>
තරඟකාරි	tarangakari
නොවන	novana
ප්‍රත්‍යාවර්ත	pratyavarta
නිශේධක	nisedhaka
</s>	</s>
කටුගම්පොල	katugampola
හත්පත්තුව	hatpattuva
පහත	pahata
කෝරළ	korala
වලින්	valin
සමන්විත	samanvita
වේ	ve
</s>	</s>
මළක්	malak
පරවුණා	paravuna
පහණක්	pahanak
නිවුණා	nivuna
වයසට	vayasata
ගියා	giya
ආදී	adi
වශයෙන්	vasayen
දැකීම	dakima
විපරිණාමයක්	viparinamayak
දැකීමක්	dakimak
පමණක්	pamanak
වන	vana
අතර	atara
ඒ	e
තුළින්	tulin
නිවන්	nivan
ලබාගැනීමට	labaganimata
අපහසුය	apahasuya
</s>	</s>
මිනිස්	minis
රුධිරය	rudhiraya
ය	ya
</s>	</s>
මෙහිදී	mehidi
අපද්‍රව්‍යවල	apadravyavala
ඇල්පා	alpa
ක්‍රියාකාරීත්වය	kriyakaritvaya
අඩු	adu
කරන	karana
අතර	atara
එමගින්	emagin
ඉතා	ita
පහසුවෙන්	pahasuven
අපද්‍රව්‍ය	apadravya
බැහැර	bahara
කළ	kala
හැකිය	hakiya
</s>	</s>
කොරියානු	koriyanu
ජාතික	jatika
උරුම	uruma
මාර්ගස්ථ	margastha
</s>	</s>
මේ	me
හරහා	haraha
මූලිකව	mulikava
අපේක්ෂා	apeksa
කරනු	karanu
ලබන්නේ	labanne
සහ	saha
සිදුකරනු	sidukaranu
ලබන්නේ	labanne
සමාජයේ	samajaye
යහ	yaha
පැවැත්මට	pavatmata
බාධා	badha
පමුණුවන	pamunuvana
අපරාධකරුවන්	aparadhakaruvan
පොදු	podu
යි	yi
</s>	</s>
ග්යොංජු	gyonju
පුරාතන	puratana
සිල්ලා	silla
රාජධානියේ	rajadhaniye
අගනුවර	aganuvara
ද	da
විය	viya
</s>	</s>
පත්තිනි	pattini
පෙරහැර	perahara
</s>	</s>
ඉතා	ita
අධික	adhika
සාන්ද්‍රණයෙන්	sandranayen
යුත්	yut
එයරසෝලවලට	eyarasolavalata
නිරාවරණය	niravaranaya
වූ	vu
විට	vita
ඇස්වලට	asvalata
,	,
ශ්වසන	svasana
ප්‍රදේශයට	pradesayata
හා	ha
ශ්ලේෂ්මල	slesmala
පටලයට	patalayata
ඉතා	ita
අධික	adhika
වේදනාවක්	vedanavak
දැනිය	daniya
හැකිය	hakiya
</s>	</s>
එය	eya
වනාහී	vanahi
අධිකරණ	adhikarana
නියෝගයක	niyogayaka
බලාධිකාරිය	baladhikariya
සහිත	sahita
සිතාසියකි	sitasiyaki
භාරකරු	bharakaru
හට	hata
නිදසුනක්	nidasunak
වශයෙන්	vasayen
බන්ධනාගාර	bandhanagara
නිලධාරියෙක්	niladhariyek
හට	hata
යොමුවන	yomuvana
මෙය	meya
විසින්	visin
අධිකරණය	adhikaranaya
වෙත	veta
සිරකරු	sirakaru
පමුණුවන	pamunuvana
ලෙසටද	lesatada
සිරකරු	sirakaru
රඳවා	randava
තබා	taba
ගැනීම	ganima
සඳහා	sandaha
නීතිමය	nitimaya
අධිකාරී	adhikari
බලයක්	balayak
භාරකරු	bharakaru
වෙත	veta
පවතීද	pavatida
යන්න	yanna
අධිකරණය	adhikaranaya
විසින්	visin
නිර්ණය	nirnaya
කිරීමට	kirimata
හැකි	haki
වනු	vanu
වස්	vas
භාරකරු	bharakaru
විසින්	visin
අධිකාරි	adhikari
බලය	balaya
සතු	satu
බවට	bavata
සාක්ෂි	saksi
ඉදිරිපත්	idiripat
කරන	karana
ලෙසටද	lesatada
නියම	niyama
කෙරෙයි	kereyi
</s>	</s>
මෙලෙසින්	melesin
දෛවෝපගත	daivopagata
පෙම්වතුන්	pemvatun
යුවළ	yuvala
මරණයේ	maranaye
දී	di
එක්වනු	ekvanu
නිරූපිත	nirupita
ය	ya
</s>	</s>
ඩොමීනියන්	dominiyan
රාජ්‍යය	rajyaya
දිනය	dinaya
යනු	yanu
1867	1867
ජූලි	juli
1	1
වන	vana
දිනදී	dinadi
ඩොමීනියන්	dominiyan
රාජ්‍යයක්	rajyayak
වශයෙන්	vasayen
කැනඩාව	kanadava
සංස්ථාපනය	sansthapanaya
කිරීම	kirima
සිහිකිරීම	sihikirima
වෙනුවෙන්	venuven
පැවැති	pavati
නිවාඩුදිනයට	nivadudinayata
භාවිතා	bhavita
කල	kala
නම	nama
වෙයි	veyi
</s>	</s>
මෙම	mema
වෛද්‍ය	vaidya
ශාස්ත්‍රය	sastraya
තුළ	tula
ශරීරයේ	sariraye
කෘත්‍යමය	krtyamaya
යාන්ත්‍රණයට	yantranayata
වඩා	vada
ප්‍රත්‍යක්ෂ	pratyaksa
අන්තර්ක්‍රියාකාරීත්වයන්	antarkriyakaritvayan
කෙරෙහි	kerehi
වැඩි	vadi
අවධානයක්	avadhanayak
යොමු	yomu
කරයි	karayi
</s>	</s>
මෙම	mema
මිනිසා	minisa
හඳුනාගැනුමට	handunaganumata
ඇය	aya
අපොහොසත්	apohosat
වීමෙන්	vimen
අනතුරුව	anaturuva
ඇය	aya
පැවසුවේ	pavasuve
ඇයගේ	ayage
මුල්	mul
ප්‍රකාශය	prakasaya
සාවද්‍ය	savadya
බවත්	bavat
ඇය	aya
උත්සාහ	utsaha
කලේ	kale
විමර්ශනය	vimarsanaya
නොමග	nomaga
යැවීමට	yavimata
බවත්ය	bavatya
</s>	</s>
මෙම	mema
ක්‍රියාවලි	kriyavali
කිහිපයේ	kihipaye
සමස්ත	samasta
ප්‍රතික්‍රියකය	pratikriyakaya
ජලය	jalaya
වන	vana
අතර	atara
සමස්ත	samasta
ප්‍රතිඵලය	pratiphalaya
ඔක්සිජන්	oksijan
හා	ha
හයිඩ්‍රජන්	hayidrajan
වේ	ve
</s>	</s>
එහි	ehi
අලි	ali
කොටි	koti
වලස්සු	valassu
ආදී	adi
සත්වයෝ	satvayo
මෙන්ම	menma
ඒකදේශික	ekadesika
සත්ව	satva
විශේෂ	visesa
ද	da
ජීවත්	jivat
වෙති	veti
</s>	</s>
එය	eya
සියළු	siyalu
වැරැදි	varadi
ක්‍රියාවලට	kriyavalata
මුල්වන	mulvana
අකුසල	akusala
මූලයක්	mulayak
හෙයින්	heyin
එය	eya
අගතියක්	agatiyak
ලෙස	lesa
බුදුදහම	bududahama
උගන්වයි	uganvayi
</s>	</s>
2005	2005
නොවැම්බර්	novambar
මාසයේ	masaye
දී	di
සිංහල	sinhala
ජාතිකවාදී	jatikavadi
බලවේගවල	balavegavala
සහයෝගය	sahayogaya
මත	mata
බලයට	balayata
පත්	pat
වූ	vu
මහින්ද	mahinda
රාජපක්ෂ	rajapaksa
මහතා	mahata
එල්ටීටීඊ	eltitii
ය	ya
සමඟ	samanga
සාකච්ඡා	sakaccha
නැවතත්	navatat
ආරම්භ	arambha
කිරීමට	kirimata
උත්සාහ	utsaha
ගත්තේය	gatteya
</s>	</s>
හදිසියේම	hadisiyema
එතුමන්	etuman
රෝගාතුර	rogatura
වූ	vu
බැවින්	bavin
ජුසේවාස්	jusevas
පියතුමන්ට	piyatumanta
වෙනත්	venat
විකල්පයක්	vikalpayak
නොවීය	noviya
</s>	</s>
1970	1970
ග්‍රීෂ්ම	grisma
සෘතුවේදී	srtuvedi
ඇයට	ayata
මේරියන්	meriyan
-	-
රයිට්	rayit
එඩෙල්මන්ගේ	edelmange
වොෂින්ටන්	vosintan
පර්යේෂණ	paryesana
ව්‍යාපෘතියේ	vyaprtiye
සේවය	sevaya
කිරීමට	kirimata
අවසර	avasara
ලැබුනි	labuni
</s>	</s>
මේ	me
ප්‍රධාන	pradhana
සම්ප්‍රදායන්	sampradayan
ප්‍රාදේශීය	pradesiya
වශයෙන්	vasayen
ආරම්භ	arambha
වූ	vu
නර්තන	nartana
සම්ප්‍රදායන්	sampradayan
වන	vana
අතර	atara
සම්පූර්ණයෙන්ම	sampurnayenma
දේශිය	desiya
සංස්‌කෘතියේ	sanskrtiye
අභාෂයන්	abhasayan
ගෙන්	gen
සැදුම්	sadum
ලත්	lat
නර්තන	nartana
විශේෂයන්	visesayan
ය	ya
</s>	</s>
ශීතකරණ	sitakarana
පද්ධතියක	paddhatiyaka
තාපය	tapaya
අවශෝෂණය	avasosanaya
කරගැනීම	karaganima
සදහා	sadaha
පිහිටුවා	pihituva
ඇත්තේ	atte
ළුවපොරේටරයයි	luvaporetarayayi
</s>	</s>
අවසානයේ	avasanaye
සම්මත	sammata
වූ	vu
පැහැදිලි	pahadili
කිරීම	kirima
වූයේ	vuye
පරිපූර්ණ	paripurna
ගෝලාකාර	golakara
වස්තුවක්	vastuvak
වූ	vu
සඳේ	sande
ඝනත්වයට	ghanatvayata
විචලනයන්	vicalanayan
ඇති	ati
බවත්	bavat
ඒවා	eva
මෙම	mema
ආචරණය	acaranaya
ඇති	ati
කරන	karana
බවත්	bavat
ය	ya
</s>	</s>
නයිගල	nayigala
රජමහා	rajamaha
විහාර	vihara
ගිරි	giri
ලිපිය	lipiya
ක්‍රි	kri
</s>	</s>
Mishnah	mishnah
,	,
රබ්බිවරුන්ගේ	rabbivarunge
යුදෙව්	yudev
ආගමේ	agame
මූලික	mulika
පෙළ	pela
,	,
මේ	me
ගිවිසුම්	givisum
දිව්ය	divya
සම්භවය	sambhavaya
පිළිගැනීම	piliganima
යුදෙව්	yudev
ආගම	agama
අත්යවශ්ය	atyavasya
අංගයක්	angayak
ලෙස	lesa
සැලකෙන	salakena
අතර	atara
ගිවිසුම්	givisum
ප්රතික්ෂේප	pratiksepa
කරන	karana
අයට	ayata
එන්න	enna
කිරීමට	kirimata
ලොව	lova
ඔවුන්ගේ	ovunge
කොටස	kotasa
අහිමිකර	ahimikara
.	.
</s>	</s>
අදටත්	adatat
අප	apa
සමාජය	samajaya
තුළ	tula
දැකිය	dakiya
හැකි	haki
හේවාගම්	hevagam
කෝරළය	koralaya
හේවා	heva
හැට	hata
කඩුවෙල	kaduvela
දුණු	dunu
ගමුව	gamuva
වැනි	vani
ග්‍රාම	grama
හා	ha
ප්‍රදේශ	pradesa
නාම	nama
වලින්	valin
මෙන්ම	menma
රණසිංහ	ranasinha
මුදියන්සේ,තුවක්කු	mudiyanse,tuvakku
සේප්පු	seppu
ආරච්ච	aracca
වැනි	vani
පුද්ගල	pudgala
පෙලපත්	pelapat
නාම	nama
වලින්ද	valinda
එම	ema
රණකාමී	ranakami
ඉතිහාසය	itihasaya
මනාවට	manavata
ගම්‍ය	gamya
වේ	ve
</s>	</s>
20	20
වන	vana
ශත	sata
වර්ෂයේ	varsaye
පළමු	palamu
දශකයේ	dasakaye
කැලිෆෝනියා	kalifoniya
සරසවියේ	sarasaviye
කාල්ඔට්විල්	kalotvil
සෝඅර්	soar
ආරම්භ	arambha
කරන	karana
ලද	lada
කලාපිය	kalapiya
රේඛා	rekha
ඔස්සේ	osse
ප්‍රතිසංවිධානය	pratisanvidhanaya
කරන	karana
සංස්කෘතික	sanskrtika
භූගෝලීය	bhugoliya
විද්‍යා	vidya
වැඩ	vada
සටහන	satahana
ඇතැමෙක්	atamek
සමස්ථ	samastha
භූගෝලීය	bhugoliya
විද්‍යාව	vidyava
ලෙසද	lesada
හදුන්වයි	hadunvayi
සදහා	sadaha
දෙන	dena
ලද	lada
නම	nama
වන්නේ	vanne
Berkeley	berkeley
බර්කලීය	barkaliya
සෝඅ(ර්	soa(r
භූ	bhu
දර්ශන	darsana
හා	ha
ඒවා	eva
මත	mata
වන	vana
සංස්කෘතීන්	sanskrtin
හදුනාගත	hadunagata
හැකි	haki
වුයේ	vuye
පාරිසරික	parisarika
දේශපාලනික	desapalanika
ආර්ථික	arthika
විද්‍යා	vidya
සංස්කෘතික	sanskrtika
හා	ha
භෞතික	bhautika
යන	yana
සෑම	sema
දෙයහිම	deyahima
ඉතිහාසය	itihasaya
මගින්	magin
ඇති	ati
වු	vu
බලපෑම	balapema
සලකා	salaka
බැලීමෙන්	balimen
පසු	pasu
පමණි	pamani
</s>	</s>
කෙසේ	kese
නමුත්	namut
කොලෝම්බියා	kolombiya
ප්‍රාන්තයේ	prantaye
නීති	niti
වේදි	vedi
විභාගය	vibhagaya
අසමත්	asamat
වීමෙන්	vimen
සහ	saha
ආකන්සාස්හි	akansashi
එම	ema
විභාගය	vibhagaya
සමත්වීමෙන්	samatvimen
අනතුරුව	anaturuva
රොඩ්හම්	rodham
සුවිශේෂී	suvisesi
තීරණයකට	tiranayakata
එළඹුණි	elambuni
</s>	</s>
ඇය	aya
වරෙක	vareka
කොළඹ	kolamba
නාලන්දා	nalanda
විද්‍යාලයයේ	vidyalayaye
නාට්‍ය	natya
හා	ha
රංගකලා	rangakala
ගුරුවරිය	guruvariya
වු	vu
අතර	atara
චිත්‍රපට	citrapata
හා	ha
ටෙලි	teli
නාට්‍ය	natya
නළු	nalu
ගාමිණී	gamini
හෙට්ටිආරච්චි	hettiaracci
ඇයගේ	ayage
ශිෂ්‍යයෙකු	sisyayeku
විය	viya
</s>	</s>
සංකීර්ණ	sankirna
සමාජවල	samajavala
මිනිසා	minisa
නවීන	navina
විලාසිතා	vilasita
අනුව	anuva
තම	tama
ඇදුම්	adum
නිර්මාණය	nirmanaya
කරද්දී	karaddi
නිරුවතින්	niruvatin
වාසය	vasaya
කරන	karana
ගෝත්‍රිකයන්	gotrikayan
ඇත	ata
</s>	</s>
බොහෝ	boho
පිළිකා	pilika
වර්ග	varga
</s>	</s>
මෙය	meya
පිහිටා	pihita
ඇත්තේ	atte
පුලාවි	pulavi
හා	ha
ලුබ්ලින්	lublin
අතර	atara
කුරුකා	kuruka
ගඟ	ganga
අසබඩය	asabadaya
</s>	</s>
ශාරියා	sariya
සහ	saha
කි‍්‍රස්තියානි	kirastiyani
නීතීන්	nitin
අනෙක්	anek
ආගමික	agamika
නීතීන්ගෙන්	nitingen
වෙනස්වන	venasvana
අතර	atara
එයින්	eyin
කි‍්‍රස්තියානි	kirastiyani
නීතියට	nitiyata
කතෝලික	katolika
ඇංග්ලිකානු	anglikanu
සහ	saha
සාධර්මික	sadharmika
පල්ලිවල	pallivala
සිවිල්	sivil
නීති	niti
සම්ප‍්‍රදායේ	sampradaye
මෙන්	men
නීති	niti
මාලාවන්	malavan
ඇතුලත්	atulat
වන	vana
අතර	atara
ශාරියා	sariya
නීතිය	nitiya
සිය	siya
නීතීන්	nitin
අධිකරණමය	adhikaranamaya
පූර්වාදර්ශයන්	purvadarsayan
සහ	saha
ප‍්‍රතිසාම්‍යයෙන්	pratisamyayen
උකහා	ukaha
ගනී	gani
පොදු	podu
නීති	niti
සම්ප‍්‍රදායේ	sampradaye
මෙන්	men
</s>	</s>
ෂැංහයි	sanhayi
යනු	yanu
චීනයේ	cinaye
ජනාකීර්ණම	janakirnama
නගරයයි	nagarayayi
යැංසි	yansi
ගඟ	ganga
මුහුදට	muhudata
වැටෙන්නේ	vatenne
ෂැංහයි	sanhayi
වලිනි	valini
</s>	</s>
සවානා	savana
හි	hi
ශාක	saka
කුඩා	kuda
වන	vana
අතර	atara
හෝ	ho
ඒවා	eva
එකිනෙකට	ekinekata
ඈතින්	etin
පිහිටා	pihita
ඇති	ati
නිසා	nisa
ඒවායෙහි	evayehi
ශාක	saka
